                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0929,                 1.5813,                 1.3669,                0.14569,                0.20499,                0.10279,                0.02215,                 2.7656,                 3.4384,                 3.1598,             0.00041633,             0.00041633,             0.00041633
